index,0
Playing a Cooperative Game (with Nick Marini),https://docs.google.com/document/d/e/2PACX-1vSio6p655BPVgaLKvojz0WpCTKT44QebRFjTzG1ua6dJn93h0JJaUwKxZQ-t9DcyTrlB0cCY0v-XOou/pub
Healing Through D&D (with Krystina Arielle),https://docs.google.com/document/d/e/2PACX-1vTB39d695F5uAXuloohAGi4lYfel9PdVMDVT3AcQgm4__np85Q73tsAkDOkIwJzjU1zc9pa0O-ucXOG/pub
Reunion with the Cast of Escape From the Bloodkeep,https://docs.google.com/document/d/e/2PACX-1vQnDvcSWXHVsRoESyM-pALMOoKN78XjNHVfuU4kH_pg5thVlAcQ7VB0rTxA8WVl9Pe9om4hFmmrbaRi/pub
Reunion with the Cast of Escape From the Bloodkeep Pt. 2,https://docs.google.com/document/d/e/2PACX-1vQJFxB5pgGG_j2oNzCa6BozP8mcFDmTt-m2LAMs-Uje5Dui5gWyOaXakiap8_Sl3HtdACRGKPzGf8ea/pub
Introducing Horror to a Game with Ivan Van Norman,https://docs.google.com/document/d/e/2PACX-1vSwK5WytHwICP2vFnr677lQa5Aj3GSXUXsDAFhiTkBRXt7LVe9L8B-nXpHi606Oq9UClBeL8PpLZpAU/pub
Finding Fun in Failure with Siobhan Thompson,https://docs.google.com/document/d/e/2PACX-1vQlBdg47newtnBLwbfqJB4l8ZYlZOvGYhOos4RsVfZP89oEM8lyac3GMB8d8ryncrpqcacgm36fYZGx/pub
Killing Off Characters with Jack Covell,https://docs.google.com/document/d/e/2PACX-1vQd_IgNN0c7mlSkdVP9AqXhHyF7zOoWgADUzGoeQqYFuR1D4m2WiihcuywvZUIqu3XfexBvTWnUeaaf/pub
Storytelling As a Game Master with Peter Warren,https://docs.google.com/document/d/e/2PACX-1vSj6YMT1K3TLKxBgZpPNOO0qA43MVIyar4olPrQw9ybw5cBS-Vsl-xL7ZH9qqpmXbqf7-q3qvJMdQTX/pub
Balancing Comedy and Drama (with Freddie Wong),https://docs.google.com/document/d/e/2PACX-1vREZ-zWDp9oU4YpMu6xJxhhEVAIc4WYz3RdubFBHqqIUdhMS0EY4AU2dD95865OApqeYpbF98GaOrES/pub
See Me In Six Months (with Aabria Iyengar),https://docs.google.com/document/d/e/2PACX-1vTXgrttYG_Afjqw1n4W_9ub_ukjPAdIMTA_QSm29mZi7lvQBsr1iMZ22FJbVC7XIEJGRm4DMuSt9llt/pub
Bardic Inspiration (with Omega Jones,https://docs.google.com/document/d/e/2PACX-1vTBJ6vstDqvFgDVmTPiWqjHBgG7cLQXZYXzAnrjdo8Tn7gqH5PR7XTCsvaMOCgoUgUjcumpneCUr7zN/pub
The Joy of Mistakes (with Kelly Lynne D’Angelo),https://docs.google.com/document/d/e/2PACX-1vR1IMUqxsLqig9YjpfZtBD9Ss1eV4QKD1DRELKa7tqgS4P6FZiz3zgl_Y1oQ05tZIf-xDDuCIudWg6R/pub
Fantasy Shapes Reality (with Jennifer Kretchmer,https://docs.google.com/document/d/e/2PACX-1vRONB-DeEvr7ChUmH99n7Hyal_Rqzh-sXCBLH1YEltvXRKlc9ZveSm7HXUzpHHApICJAVqZXB_MzYhE/pub
There Are Gray Areas In Life (with Orion Black),https://docs.google.com/document/d/e/2PACX-1vRzaqXEAS7tmDnchlR7raIje5vmjVM9nCf-pe0oEDvTwInTFgBsqJcn9xhd6L2OPfjMiR_yK7WfQb-r/pub
"I’m Gonna Have To Prod You, Sparta-Style (with Alicia Marie)",https://docs.google.com/document/d/e/2PACX-1vSqpyV5w4rV8w-WPRemeegL0q9D8NDZNNXNNuwdfjhNNW1J7s-Duxiq43yqzwL4Xx9MJ4HjWNO61ML0/pub
Murph and Emily’s Friend (with Caldwell Tanner),https://docs.google.com/document/d/e/2PACX-1vSRl876chfxYbKIXpYn05Ao8xoue9XgPBrPlcosx5oTmkrsVKNiZtBLSMbRCuZSSD_AghQ7zsAjKB4J/pub
No Introduction Needed (with Emily Axford),https://docs.google.com/document/d/e/2PACX-1vTLQd3LH1dniyJDxYX37IkbpkSZ-B9Tbn5jWEODOOgVZVz-jBHDsenmEinAALRwbzokP0UjjbmEQhmN/pub
Leave the Table Better Than You Found It (with Honey and Dice),https://docs.google.com/document/d/e/2PACX-1vTidCe6SKCUlNBxjTgE4yXnbgDNSHwWBtQiVh3vu1XoGZjSiYKqUjYd1iq6p5KYbJnUZ6z12xNP1gKU/pub
Story Pirates Reunited (with Branson Reese),https://docs.google.com/document/d/e/2PACX-1vRYp-9AitsO0vjeI8CyPyFUlpaHKCHjmb9rNyByP5DmGJ-7u2KC94rvYGaBg4Ockp6cTT0MHLzJjzxx/pub
An IRL Paladin (with Tanya DePass),https://docs.google.com/document/d/e/2PACX-1vRY7vaCH1z9viWPsdCA-zupOaP5KE6ZQtYzKV5nw4rSouM7OJL_CeMgGqW0VbS0YksDXeSqzLJFxhWo/pub
The Story of Now (with Deborah Ann Woll),https://docs.google.com/document/d/e/2PACX-1vQsMZxTTguCYJ-9YbIrjGZ9cnndA2WrHy9PaHsT0PWMoJw0i-_9P5pXoybu4WOPG2wlcO4jiYfkOQnw/pub
Control the Narrative (with Jasmine Bhullar),https://docs.google.com/document/d/e/2PACX-1vTyAZlJ4yuFHrL6ySPTQGKJIEebPgZMCpePz8U-EVwcA__HIGliUlue5VAsy76oKYKK7rgSv0sKRm0G/pub
Chasing Noises (with Becca Scott),https://docs.google.com/document/d/e/2PACX-1vS5F70eLFx4vDoYu22rOqvsXBszqSte98lsOUbif_A1u_zrRnGZDUxoXVw7i1dXxkKtQgGd69VzPO6P/pub
Animating Your Table (with Benjamin Scott),https://docs.google.com/document/d/e/2PACX-1vRmtKIwlfyeqj62sQLx6yYGfuzxpXzF0nE8jv4KIonG_qPy2XH5A1KB7jXg5zq93cVUrwT8q0jpPINJ/pub
Grand Design (with Gabriel Hicks),https://docs.google.com/document/d/e/2PACX-1vTWa-iJS9gaBiiVJ6-ImPHeo8DWyJNtl4kjSM9BrC-IISm2G_Hip2gzIjnLn1IjQelsBdvFwxu3Z4T4/pub
Shout Out To Fluff (with Griffin McElroy),https://docs.google.com/document/d/e/2PACX-1vRrF2UrvrXbr2yCevD9Szq86aVYHkcdbzUlyde9gs4ynMBJx-bzWUogivcLQ1Za1h2-9kwTgzQYrqkX/pub
Sincerity Is the Key (with Travis McElroy),https://docs.google.com/document/d/e/2PACX-1vRSBa12LG8ER-QRnrSGIotrUtDlik5h39h2ExcBeBwrsaEFc9WwT63qIcl7LzgGYiassZfPkpXLLMZs/pub
You've Been Called (with Dael Kingsmill),https://docs.google.com/document/d/e/2PACX-1vT-Lf7uelvxeqwQ21ewBzdY4NASpeAbxu3J75FVIYZm1Pd6dYAXNbENSniKvkbH7fv06tbeE2U_wIls/pub
Artwork is 360 Degrees (with Carlos Luna),https://docs.google.com/document/d/e/2PACX-1vQqU00lH8_OlJbBpMOHRVDCa-R_mhBng0SnCaiUlQfKyZ5V4q-iy1iFe0T1_NNnZeQmugvQIFpVM3LO/pub
What Does ‘Ready’ Mean (with Zac Oyama),https://docs.google.com/document/d/e/2PACX-1vRylFsUxjntFg8pyWvTUie5PR-AQ9fM64GLdyM-S4mQFKAAZlGaBX40uK1DUoTcLz57WjIvXO0J-H8N/pub
Represent (with Daniel Kwan),https://docs.google.com/document/d/e/2PACX-1vSh_QRL27MVGRZIoZFK5O3H4VwFSK_wvcv3ozcQ176CLHxuOHyFbqKVHFjgfkv0nFpwQAd_RBRU_1_S/pub
Conflict Resolution (with LaTia Jacquise),https://docs.google.com/document/d/e/2PACX-1vSLn8mG2G1WNAMVscOxK78S1A_-8MhftmE1GebCa5kMqpBiUyVIqpqKkhTZMAIDvcglGFjJaIp5R3Cj/pub
Give People More Room (with Diana Gaeta),https://docs.google.com/document/d/e/2PACX-1vTOPWE5tviaQEZJVn2gGnI9-nW5rh9aBji9UjYDI0xuMd5cHNABC7icU_Y9TXO2IOU23vgDuaGgC_lG/pub
Making Dinner For Friends (with Eric Silver),https://docs.google.com/document/d/e/2PACX-1vRzJ_BoOgo8ai2O3V-K4injfaPV1czMh5tUBOBXh_IMHS9rH7Nj3tGasSNB_3ZK8KN25DpUBpPTq62G/pub
Let's Poke the Lich (with Persephone Valentine),https://docs.google.com/document/d/e/2PACX-1vR3iR-vh7q2jV9nfnfx166XWjusubKZKzpPAvJevd4CHBIM8PfUUzYAhHX-oTUY1O5JxKjiyEc3k9Sl/pub
For the Price of a Dream (with Ross Bryant),https://docs.google.com/document/d/e/2PACX-1vTCfX9aFrkWFvtQzIOn_WgQPsAFJXmNpQAJ9i6XOGIAv7Tt5V_o3fJWYBeNdF0szFzMmLDaS8ubSzQ_/pub
"The Braid of Character, Plot, and World (with Connie Chang)",https://docs.google.com/document/d/e/2PACX-1vQC8szn5yCGQLxU_ARWg6CcguWHaU-_ECsH8I9lDT_1Olu6IPYRT12JipmDKSaXT8Yu3qxTzt0L8dUX/pub
The Mythological Meets the Logistical (with Matthew Mercer),https://docs.google.com/document/d/e/2PACX-1vQde_BSsZCRiC0FtFDpFCd8PfpR6ZD1SN5PFEr60DPoXlOtMhXjyZJPKUQPPnQOzqQ_tjCrvQG7QZhj/pub
The New Mr. Peanut (with Lou Wilson),https://docs.google.com/document/d/e/2PACX-1vRTM9KeBvh2zL3Xe4AuvJaDJYMCXld-ef0NOE4HiN1-_LwOiTkRSlYEFx4nAySClT4smgYofRPvYo4B/pub
Sneak A-Snack (with Sam de Leve),https://docs.google.com/document/d/e/2PACX-1vSPdbENcVcR4QlkEjOi8vfD2S93MyvWoyjAroTEYvvpBMsXZVxwrs2PxilL9FHpwU1bTncDeYN1bYPH/pub
"Blight, Plants, Birds, and Almonds (with Aabria Iyengar)",https://docs.google.com/document/d/e/2PACX-1vReD1_i5ypyc-WIj4Lzy-azN2xAnkG9iCh8X0PurhWVHCw2rdaS3FdCc2BNVtfswopGqgxhkQNPq8Hp/pub
Studying and Training (with Johnny Stanton),https://docs.google.com/document/d/e/2PACX-1vTgr0Xf72Ggj1iyrRhFKPm_FeuoQUetCWqNZhPLi-lw9F6-mC4AcJQVlO18_M9TJ08lqpiIfvC2wmHB/pub
Honor the Absurd (with Jasmine Bhullar),https://docs.google.com/document/d/e/2PACX-1vR7QFydO9vwI9a6RmThOUg9sfUlyLtSbfFT0wcbEOWkOPjr0ZcV0rbuhkwrlkA6X7Q6F5JVhAc0lBlA/pub
